"","grid","START","AFTER PRIMMARY EXTINCTIONS","AFTER SECONDARY EXTINCTIONS","FUTURE AFTER PRIMMARY EXTINCTIONS","FUTURE AFTER SECONDARY EXTINCTIONS"
"317","2807",2357,0.218073822655919,0.0032555615843733,0.0555253130103429,0.00345821325648415
"318","4342",2242,0.0138269402319358,0,0,0
"319","1292",2841,0.00492784230904611,0,0,0
"320","3491",2844,0,0,0,0
"321","790",1839,0,0,0,0
"322","3496",1875,0.223466666666667,0.00618131868131868,0.0953697304768487,0.00687547746371276
"323","153",78,0,0,0,0
"324","3342",2191,0.0853491556366956,0,0.0199600798403194,0
"325","4684",2025,0.00148148148148148,0,0,0
"326","3746",1812,0,0,0,0
"327","1120",1853,0.0221262817053427,0,0,0
"328","1231",1249,0,0,0,0
"329","1857",1829,0,0,0,0
"330","1758",2920,0,0,0,0
"331","4203",662,0,0,0,0
"332","1222",2886,0.00900900900900901,0,0,0
"333","3936",2615,0.038623326959847,0.00278440731901352,0.00358994814519346,0.00280224179343475
"334","3897",1047,0,0,0,0
"335","2769",2880,0.00138888888888889,0,0,0
"336","848",2142,0,0,0,0
"337","3238",2426,0.0164880461665293,0,0,0
"338","1052",1436,0.0236768802228412,0,0,0
"339","3994",2904,0.00550964187327824,0,0,0
"340","2375",2480,0.00282258064516129,0,0,0
"341","1084",2555,0,0,0,0
"342","4742",29,0,0,0,0
"343","3962",2329,0.238299699441821,0.00338218714768884,0.0718325791855204,0.0036563071297989
"344","783",1654,0.0411124546553809,0,0,0
"345","2634",1346,0,0,0,0
"346","1801",1728,0.0954861111111111,0.00319897632757518,0.0205391527599487,0.00327653997378768
"347","3353",2311,0.17438338381653,0.00314465408805031,0.0152471083070452,0.00587293112653497
"348","679",1481,0,0,0,0
"349","4668",1653,0,0,0,0
"350","1707",2507,0.0235341045073793,0,0,0
"351","4428",2173,0.00138057984353428,0,0.00230414746543779,0
"352","1110",1271,0.00550747442958301,0,0,0
"353","2959",2138,0.354536950420954,0.00869565217391304,0.0906432748538012,0.00884244372990354
"354","275",279,0,0,0,0
"355","3705",2316,0.132987910189983,0,0.0224103585657371,0.00305654610290372
"356","285",766,0,0,0,0
"357","1196",2408,0,0,0,0
"358","4076",2641,0.20863309352518,0,0.0267942583732057,0
"359","3494",1968,0.140752032520325,0.00532229450029568,0.0422116527942925,0.00558659217877095
"360","3904",2157,0.171998145572554,0,0.0279955207166853,0.00345622119815668
"361","1190",2490,0.00401606425702811,0,0,0
"362","2475",2217,0,0,0,0
"363","2337",2855,0.0010507880910683,0,0,0
"364","1008",2232,0,0,0,0
"365","943",1867,0.0224959828602035,0,0,0
"366","4191",3259,0.0862227677201596,0.00201477501678979,0.0225437415881561,0.00206540447504303
"367","2499",2134,0,0,0,0
"368","470",1755,0,0,0,0
"369","4644",384,0,0,0,0
"370","4504",1930,0.00362694300518135,0,0,0
"371","4034",2117,0.343410486537553,0.00359712230215827,0.126353790613718,0.00413223140495868
"372","3221",2551,0.00117600940807526,0,0,0
"373","457",1245,0,0,0,0
"374","882",1336,0.00673652694610778,0,0,0
"375","583",1153,0,0,0,0
"376","1645",2401,0.00666389004581424,0,0,0
"377","3232",2253,0.0168664003550821,0,0,0
"378","1169",1640,0.00548780487804878,0,0,0
"379","10",3,0,0,0,0
"380","3743",3529,0,0,0,0
"381","977",2762,0,0,0.00398262128892107,0
"382","3481",2755,0.00181488203266788,0,0,0
"383","627",1398,0,0,0,0
"384","2765",2869,0.0149878006273963,0.00141542816702052,0.0120481927710843,0.00358680057388809
"385","650",2065,0,0,0,0
"386","756",2074,0,0,0,0
"387","2044",2304,0,0,0,0
"388","3792",2864,0.026536312849162,0,0,0
"389","4511",2258,0.0225863596102746,0,0,0
"390","119",7,0,0,0,0
"391","1311",2053,0,0,0.00340964442279591,0
"392","3862",2559,0.0816725283313794,0,0.00936170212765958,0.0077319587628866
"393","4496",1907,0.00157315154693235,0,0.00157563025210084,0
"394","419",739,0,0,0,0
"395","391",1722,0,0,0,0
"396","3976",2483,0.22351993556182,0.00311203319502075,0.0385015608740895,0.00324675324675325
"397","2902",3002,0.0439706862091939,0.00104529616724739,0.0160446459713987,0.0010634526763559
"398","3542",3154,0.000951173113506658,0,0.0139638210092034,0.000965561635017702
"399","3464",2620,0.00190839694656489,0,0,0
"400","4647",437,0,0,0,0
"401","3663",1855,0.0495956873315364,0,0.0170164492342598,0
"402","3839",2790,0.0566308243727599,0.00113981762917933,0,0.00114111829593001
"403","4481",1062,0.00470809792843691,0,0.00378429517502365,0.00759734093067426
"404","1751",2656,0,0,0,0
"405","3749",1117,0,0,0,0
"406","4494",2664,0.142642642642643,0.00437828371278459,0.0628847845206684,0.00469263256687001
"407","3126",2490,0.157429718875502,0.00667302192564347,0.0220729366602687,0.00686947988223749
"408","3810",3117,0.33237086942573,0.00624699663623258,0.122823984526112,0.0071664829106946
"409","760",2127,0,0,0,0
"410","3553",2541,0,0,0,0
"411","4301",2192,0,0,0,0
"412","2376",2702,0.0173945225758697,0.00112994350282486,0.0135746606334842,0.00114678899082569
"413","2820",1957,0.0679611650485437,0.00164473684210526,0.0164744645799012,0.0016750418760469
"414","2316",2772,0.0876623376623377,0.000790826413602214,0.00435298773248912,0.000794912559618442
"415","4209",2309,0.170636639237765,0,0.0522193211488251,0
"416","765",2269,0,0,0,0
"417","763",2236,0,0,0,0
"418","1035",2750,0,0,0.00436363636363636,0
"419","3876",2746,0.0600873998543336,0.00309957380860132,0.00582977069568597,0.00312744331508991
"420","860",2158,0,0,0,0
"421","4643",250,0,0,0,0
"422","3646",2135,0.179391100702576,0,0.0382420091324201,0.00534124629080119
"423","3460",3071,0.0293064148485835,0.00335457900033546,0.00437563110063952,0.00304259634888438
"424","2509",2664,0.0446696696696697,0.00117878192534381,0.012588512981904,0.00119521912350598
"425","612",2036,0,0,0,0
"426","1225",2889,0,0,0,0
"427","1867",1532,0,0,0,0
"428","4273",3682,0,0,0.00162954915806627,0
"429","570",2226,0,0,0,0
"430","4186",2646,0.0347694633408919,0.00156617071260767,0.00705882352941176,0.00157977883096367
"431","2707",1839,0,0,0,0
"432","1113",1514,0.00528401585204756,0,0,0
"433","4",1,0,0,0,0
"434","2329",2932,0.00375170532060027,0,0,0
"435","1856",1912,0.00836820083682008,0,0,0
"436","4271",3426,0.0385288966725044,0.00333940497874924,0.00335059396893086,0.00305623471882641
"437","3024",1139,0,0,0,0
"438","323",1799,0,0,0,0
"439","1168",1501,0,0,0,0
"440","3979",1931,0.104609010875194,0,0.05320994794679,0
"441","1392",2406,0,0,0,0
"442","1216",2729,0.0047636496885306,0,0,0
"443","4396",2233,0.567845947156292,0.00621761658031088,0.278415015641293,0.0173410404624277
"444","2196",2846,0.044975404075896,0.000735835172921266,0.0106774668630339,0.000744324525493115
"445","693",1723,0,0,0,0
"446","4232",1739,0.439907993099482,0,0.155030800821355,0
"447","3682",3130,0.0274760383386581,0,0.0128120893561104,0
"448","2708",564,0,0,0,0
"449","2615",2724,0.00183553597650514,0,0,0
"450","4118",3051,0.0167158308751229,0,0.0136666666666667,0.00135180804325786
"451","1914",2531,0.00158040300276571,0,0,0
"452","3421",2090,0.17177033492823,0.00346620450606586,0.0255072463768116,0.00356930398572278
"453","4707",155,0,0,0,0
"454","1386",2084,0.0518234165067179,0,0.0440283400809717,0.00264690312334569
"455","3246",2575,0,0,0,0
"456","266",1231,0,0,0,0
"457","4598",142,0,0,0,0
"458","2433",2276,0.0144991212653779,0,0.0151582701738743,0
"459","2311",2712,0.0317109144542773,0.00114242193450114,0.00609988562714449,0.00115074798619102
"460","3374",3044,0.0588042049934297,0.00104712041884817,0.00489168413696716,0.00280898876404494
"461","3185",2195,0.37995444191344,0.00734753857457752,0.12879348630644,0.00764655904842821
"462","3735",3120,0.0445512820512821,0.00100637370010064,0.00470114170584285,0.00101214574898785
"463","3752",2015,0.15136476426799,0.00350877192982456,0.0545774647887324,0.0037243947858473
"464","3051",2496,0.142628205128205,0,0.0294392523364486,0.00288878189696678
"465","3938",2954,0.000677048070412999,0,0.00372628726287263,0
"466","4041",1864,0.0177038626609442,0,0,0
"467","2545",2008,0,0,0,0
"468","2819",2135,0.0674473067915691,0.00150678051230537,0.00100603621730382,0.00151057401812689
"469","786",1593,0.00564971751412429,0,0,0
"470","2031",2738,0.00365230094959825,0,0,0
"471","481",2236,0,0,0,0
"472","4683",1227,0,0,0,0
"473","177",80,0,0,0,0
"474","792",1934,0,0,0,0
"475","3336",1666,0.231692677070828,0.00390625,0.0556862745098039,0.00415282392026578
"476","2360",1475,0.169491525423729,0.00979591836734694,0.0206100577081616,0.0101010101010101
"477","2898",2280,0.0697368421052632,0.00141442715700141,-0.00141643059490085,0.00141442715700141
"478","2395",2790,0.0010752688172043,0,0.00394689630426982,0
"479","3950",1452,0.0213498622589532,0,0,0
"480","2275",2753,0.00108972030512169,0,0,0
"481","4338",2724,0.216226138032305,0.00140515222482436,0.0187617260787993,0.001434034416826
"482","3784",2348,0.053236797274276,0.00314889788573999,0.00406137184115523,0.00543724512913457
"483","1916",2537,0.00157666535277887,0,0,0
"484","1689",2940,0.00340136054421769,0,0,0
"485","2086",2944,0.0703125,0,0.0288637194008038,0
"486","1139",2527,0,0,0,0
"487","3828",2425,0.0560824742268041,0.00349497597204019,0.00657606313020605,0.00353045013239188
"488","1314",1998,0.0545545545545546,0,0,0
"489","3906",2179,0.316200091785223,0.00402684563758389,0.078167115902965,0.0043859649122807
"490","3043",2411,0.146827042720863,0,0.0175012153621779,0.00296882731321128
"491","1566",2582,0.00619674670797831,0,0,0
"492","412",1131,0,0,0,0
"493","546",1530,0,0,0,0
"494","3780",2748,0.0585880640465793,0.0054116737533823,-0.00310921103769918,0.00309957380860132
"495","3710",2442,0.323505323505324,0.00605326876513317,0.149208282582217,0.00715819613457409
"496","734",1602,0,0,0.00561797752808989,0
"497","4156",2033,0.282341367437285,0.00411240575736806,0.0137646249139711,0.00418702023726448
"498","101",2,0,0,0,0
"499","1515",1576,0.00444162436548223,0,0,0
"500","3497",1812,0.269867549668874,0.00680272108843537,0.0395738203957382,0.00713153724247227
"501","2440",2589,0.0332174584781769,0.00119856172592889,-0.0012,0.00119856172592889
"502","1403",2675,0,0,0,0
"503","3133",3044,0.0371222076215506,0.00102354145342886,0.00478142076502732,0.00102951269732327
"504","1208",2621,0,0,0,0
"505","2141",2983,0,0,0,0
